Loading chipmunk for Linux (64bit) [/usr/local/lib/python2.7/dist-packages/pymunk/libchipmunk.so]
30;0.5;longe
30;0.501;longe
30;0.502;longe
30;0.503;longe
30;0.504;longe
30;0.505;longe
30;0.506;longe
30;0.507;longe
30;0.508;longe
30;0.509;longe
30;0.51;longe
30;0.511;longe
30;0.512;longe
30;0.513;longe
30;0.514;longe
30;0.515;longe
30;0.516;longe
30;0.517;longe
30;0.518;longe
30;0.519;longe
30;0.52;longe
30;0.521;longe
30;0.522;longe
30;0.523;longe
30;0.524;longe
30;0.525;longe
30;0.526;longe
30;0.527;longe
30;0.528;longe
30;0.529;longe
30;0.53;longe
30;0.531;longe
30;0.532;longe
30;0.533;longe
30;0.534;longe
30;0.535;longe
30;0.536;longe
30;0.537;longe
30;0.538;longe
30;0.539;longe
30;0.54;longe
30;0.541;longe
30;0.542;longe
30;0.543;longe
30;0.544;longe
30;0.545;longe
30;0.546;longe
30;0.547;longe
30;0.548;longe
30;0.549;longe
30;0.55;longe
30;0.551;longe
30;0.552;longe
30;0.553;longe
30;0.554;longe
30;0.555;longe
30;0.556;longe
30;0.557;longe
30;0.558;longe
30;0.559;longe
30;0.56;longe
30;0.561;longe
30;0.562;longe
30;0.563;longe
30;0.564;longe
30;0.565;longe
30;0.566;longe
30;0.567;longe
30;0.568;longe
30;0.569;longe
30;0.57;longe
30;0.571;longe
30;0.572;longe
30;0.573;longe
30;0.574;longe
30;0.575;longe
30;0.576;longe
30;0.577;longe
30;0.578;longe
30;0.579;longe
30;0.58;longe
30;0.581;longe
30;0.582;longe
30;0.583;longe
30;0.584;longe
30;0.585;perto
30;0.586;perto
30;0.587;perto
30;0.588;perto
30;0.589;perto
30;0.59;perto
30;0.591;perto
30;0.592;perto
30;0.593;perto
30;0.594;perto
30;0.595;perto
30;0.596;perto
30;0.597;perto
30;0.598;perto
30;0.599;perto
30;0.6;perto
30;0.601;perto
30;0.602;perto
30;0.603;perto
30;0.604;perto
30;0.605;perto
30;0.606;perto
30;0.607;perto
30;0.608;perto
30;0.609;perto
30;0.61;perto
30;0.611;perto
30;0.612;perto
30;0.613;perto
30;0.614;perto
30;0.615;perto
30;0.616;perto
30;0.617;perto
30;0.618;muito perto
30;0.619;muito perto
30;0.62;muito perto
30;0.621;muito perto
30;0.622;muito perto
30;0.623;muito perto
30;0.624;muito perto
30;0.625;muito perto
30;0.626;muito perto
30;0.627;muito perto
30;0.628;muito perto
30;0.629;muito perto
30;0.63;muito perto
30;0.631;muito perto
30;0.632;muito perto
30;0.633;muito perto
30;0.634;muito perto
30;0.635;acertou
30;0.636;acertou
30;0.637;acertou
30;0.638;acertou
30;0.639;acertou
30;0.64;acertou
30;0.641;acertou
30;0.642;acertou
30;0.643;acertou
30;0.644;acertou
30;0.645;acertou
30;0.646;acertou
30;0.647;acertou
30;0.648;acertou
30;0.649;acertou
30;0.65;acertou
30;0.651;acertou
30;0.652;acertou
30;0.653;acertou
30;0.654;acertou
30;0.655;acertou
30;0.656;acertou
30;0.657;acertou
30;0.658;acertou
30;0.659;acertou
30;0.66;acertou
30;0.661;muito perto
30;0.662;muito perto
30;0.663;muito perto
30;0.664;muito perto
30;0.665;muito perto
30;0.666;muito perto
30;0.667;muito perto
30;0.668;muito perto
30;0.669;muito perto
30;0.67;muito perto
30;0.671;muito perto
30;0.672;muito perto
30;0.673;muito perto
30;0.674;muito perto
30;0.675;muito perto
30;0.676;muito perto
30;0.677;muito perto
30;0.678;perto
30;0.679;perto
30;0.68;perto
30;0.681;perto
30;0.682;perto
30;0.683;perto
30;0.684;perto
30;0.685;perto
30;0.686;perto
30;0.687;perto
30;0.688;perto
30;0.689;perto
30;0.69;perto
30;0.691;perto
30;0.692;perto
30;0.693;perto
30;0.694;perto
30;0.695;perto
30;0.696;perto
30;0.697;perto
30;0.698;perto
30;0.699;perto
30;0.7;perto
30;0.701;perto
30;0.702;perto
30;0.703;perto
30;0.704;perto
30;0.705;longe
30;0.706;longe
30;0.707;longe
30;0.708;longe
30;0.709;longe
30;0.71;longe
30;0.711;longe
30;0.712;longe
30;0.713;longe
30;0.714;longe
30;0.715;longe
30;0.716;longe
30;0.717;longe
30;0.718;longe
30;0.719;longe
30;0.72;longe
30;0.721;longe
30;0.722;longe
30;0.723;longe
30;0.724;longe
30;0.725;longe
30;0.726;longe
30;0.727;longe
30;0.728;longe
30;0.729;longe
30;0.73;longe
30;0.731;longe
30;0.732;longe
30;0.733;longe
30;0.734;longe
30;0.735;longe
30;0.736;longe
30;0.737;longe
30;0.738;longe
30;0.739;longe
30;0.74;longe
30;0.741;longe
30;0.742;longe
30;0.743;longe
30;0.744;longe
30;0.745;longe
30;0.746;longe
30;0.747;longe
30;0.748;longe
30;0.749;longe
30;0.75;longe
30;0.751;longe
30;0.752;longe
30;0.753;longe
30;0.754;longe
30;0.755;longe
30;0.756;longe
30;0.757;longe
30;0.758;longe
30;0.759;longe
30;0.76;longe
30;0.761;longe
30;0.762;longe
30;0.763;longe
30;0.764;longe
30;0.765;longe
30;0.766;longe
30;0.767;longe
30;0.768;longe
30;0.769;longe
30;0.77;longe
30;0.771;longe
30;0.772;longe
30;0.773;longe
30;0.774;longe
30;0.775;longe
30;0.776;longe
30;0.777;longe
30;0.778;longe
30;0.779;longe
30;0.78;longe
30;0.781;longe
30;0.782;longe
30;0.783;longe
30;0.784;longe
30;0.785;longe
30;0.786;longe
30;0.787;longe
30;0.788;longe
30;0.789;longe
30;0.79;longe
30;0.791;longe
30;0.792;longe
30;0.793;longe
30;0.794;longe
30;0.795;longe
30;0.796;longe
30;0.797;longe
30;0.798;longe
30;0.799;longe
31;0.5;longe
31;0.501;longe
31;0.502;longe
31;0.503;longe
31;0.504;longe
31;0.505;longe
31;0.506;longe
31;0.507;longe
31;0.508;longe
31;0.509;longe
31;0.51;longe
31;0.511;longe
31;0.512;longe
31;0.513;longe
31;0.514;longe
31;0.515;longe
31;0.516;longe
31;0.517;longe
31;0.518;longe
31;0.519;longe
31;0.52;longe
31;0.521;longe
31;0.522;longe
31;0.523;longe
31;0.524;longe
31;0.525;longe
31;0.526;longe
31;0.527;longe
31;0.528;longe
31;0.529;longe
31;0.53;longe
31;0.531;longe
31;0.532;longe
31;0.533;longe
31;0.534;longe
31;0.535;longe
31;0.536;longe
31;0.537;longe
31;0.538;longe
31;0.539;longe
31;0.54;longe
31;0.541;longe
31;0.542;longe
31;0.543;longe
31;0.544;longe
31;0.545;longe
31;0.546;longe
31;0.547;longe
31;0.548;longe
31;0.549;longe
31;0.55;longe
31;0.551;longe
31;0.552;longe
31;0.553;longe
31;0.554;longe
31;0.555;longe
31;0.556;longe
31;0.557;longe
31;0.558;longe
31;0.559;longe
31;0.56;longe
31;0.561;longe
31;0.562;longe
31;0.563;longe
31;0.564;longe
31;0.565;longe
31;0.566;longe
31;0.567;longe
31;0.568;longe
31;0.569;longe
31;0.57;longe
31;0.571;longe
31;0.572;longe
31;0.573;longe
31;0.574;longe
31;0.575;longe
31;0.576;longe
31;0.577;longe
31;0.578;longe
31;0.579;perto
31;0.58;perto
31;0.581;perto
31;0.582;perto
31;0.583;perto
31;0.584;perto
31;0.585;perto
31;0.586;perto
31;0.587;perto
31;0.588;perto
31;0.589;perto
31;0.59;perto
31;0.591;perto
31;0.592;perto
31;0.593;perto
31;0.594;perto
31;0.595;perto
31;0.596;perto
31;0.597;perto
31;0.598;perto
31;0.599;perto
31;0.6;perto
31;0.601;perto
31;0.602;perto
31;0.603;perto
31;0.604;perto
31;0.605;perto
31;0.606;perto
31;0.607;perto
31;0.608;perto
31;0.609;perto
31;0.61;muito perto
31;0.611;muito perto
31;0.612;muito perto
31;0.613;muito perto
31;0.614;muito perto
31;0.615;muito perto
31;0.616;muito perto
31;0.617;muito perto
31;0.618;muito perto
31;0.619;muito perto
31;0.62;muito perto
31;0.621;muito perto
31;0.622;muito perto
31;0.623;muito perto
31;0.624;muito perto
31;0.625;muito perto
31;0.626;muito perto
31;0.627;muito perto
31;0.628;muito perto
31;0.629;acertou
31;0.63;acertou
31;0.631;acertou
31;0.632;acertou
31;0.633;acertou
31;0.634;acertou
31;0.635;acertou
31;0.636;acertou
31;0.637;acertou
31;0.638;acertou
31;0.639;acertou
31;0.64;acertou
31;0.641;acertou
31;0.642;acertou
31;0.643;acertou
31;0.644;acertou
31;0.645;acertou
31;0.646;acertou
31;0.647;acertou
31;0.648;acertou
31;0.649;acertou
31;0.65;acertou
31;0.651;acertou
31;0.652;acertou
31;0.653;acertou
31;0.654;acertou
31;0.655;muito perto
31;0.656;muito perto
31;0.657;muito perto
31;0.658;muito perto
31;0.659;muito perto
31;0.66;muito perto
31;0.661;muito perto
31;0.662;muito perto
31;0.663;muito perto
31;0.664;muito perto
31;0.665;muito perto
31;0.666;muito perto
31;0.667;muito perto
31;0.668;muito perto
31;0.669;muito perto
31;0.67;muito perto
31;0.671;muito perto
31;0.672;muito perto
31;0.673;perto
31;0.674;perto
31;0.675;perto
31;0.676;perto
31;0.677;perto
31;0.678;perto
31;0.679;perto
31;0.68;perto
31;0.681;perto
31;0.682;perto
31;0.683;perto
31;0.684;perto
31;0.685;perto
31;0.686;perto
31;0.687;perto
31;0.688;perto
31;0.689;perto
31;0.69;perto
31;0.691;perto
31;0.692;perto
31;0.693;perto
31;0.694;perto
31;0.695;longe
31;0.696;longe
31;0.697;longe
31;0.698;longe
31;0.699;longe
31;0.7;longe
31;0.701;longe
31;0.702;longe
31;0.703;longe
31;0.704;longe
31;0.705;longe
31;0.706;longe
31;0.707;longe
31;0.708;longe
31;0.709;longe
31;0.71;longe
31;0.711;longe
31;0.712;longe
31;0.713;longe
31;0.714;longe
31;0.715;longe
31;0.716;longe
31;0.717;longe
31;0.718;longe
31;0.719;longe
31;0.72;longe
31;0.721;longe
31;0.722;longe
31;0.723;longe
31;0.724;longe
31;0.725;longe
31;0.726;longe
31;0.727;longe
31;0.728;longe
31;0.729;longe
31;0.73;longe
31;0.731;longe
31;0.732;longe
31;0.733;longe
31;0.734;longe
31;0.735;longe
31;0.736;longe
31;0.737;longe
31;0.738;longe
31;0.739;longe
31;0.74;longe
31;0.741;longe
31;0.742;longe
31;0.743;longe
31;0.744;longe
31;0.745;longe
31;0.746;longe
31;0.747;longe
31;0.748;longe
31;0.749;longe
31;0.75;longe
31;0.751;longe
31;0.752;longe
31;0.753;longe
31;0.754;longe
31;0.755;longe
31;0.756;longe
31;0.757;longe
31;0.758;longe
31;0.759;longe
31;0.76;longe
31;0.761;longe
31;0.762;longe
31;0.763;longe
31;0.764;longe
31;0.765;longe
31;0.766;longe
31;0.767;longe
31;0.768;longe
31;0.769;longe
31;0.77;longe
31;0.771;longe
31;0.772;longe
31;0.773;longe
31;0.774;longe
31;0.775;longe
31;0.776;longe
31;0.777;longe
31;0.778;longe
31;0.779;longe
31;0.78;longe
31;0.781;longe
31;0.782;longe
31;0.783;longe
31;0.784;longe
31;0.785;longe
31;0.786;longe
31;0.787;longe
31;0.788;longe
31;0.789;longe
31;0.79;longe
31;0.791;longe
31;0.792;longe
31;0.793;longe
31;0.794;longe
31;0.795;longe
31;0.796;longe
31;0.797;longe
31;0.798;longe
31;0.799;longe
32;0.5;longe
32;0.501;longe
32;0.502;longe
32;0.503;longe
32;0.504;longe
32;0.505;longe
32;0.506;longe
32;0.507;longe
32;0.508;longe
32;0.509;longe
32;0.51;longe
32;0.511;longe
32;0.512;longe
32;0.513;longe
